Block	CountA	CountB	SNVs	Haplotype
1316	2	2	match	match
1317	2	0	-	-
1318	2	1	-	-
1319	2	1	-	-
1320	2	1	-	-
1321	2	1	-	-
1322	2	1	-	-
1323	2	1	-	-
1324	3	3	match	-
1325	4	4	match	-
1326	2	1	-	-
1327	2	1	-	-
1328	2	2	match	match
1329	3	3	match	-
1330	3	2	-	-
1331	2	1	-	-
1332	7	6	-	-
1333	2	1	-	-
1334	8	7	-	-
1335	2	1	-	-
1336	3	2	-	-
1337	3	2	-	-
1338	2	2	match	match
1339	2	2	match	-
1340	2	1	-	-
1341	3	2	-	-
1342	3	2	-	-
1343	3	2	-	-
1344	2	1	-	-
1345	3	1	-	-
1346	2	1	-	-
1347	14	10	-	-
